17  1   1
 0.64343208	61.67608507	 0.        
 0.61998649	62.43308164	 0.        
 0.59665762	63.24942617	 0.        
 0.57345971	64.13200861	 0.        
 0.55040933	65.08875691	 0.        
 0.5275258 	66.12882213	 0.        
 0.50483183	67.26279882	 0.        
 0.48235416	68.50298637	 0.        
 0.4601245 	69.86369657	 0.        
 0.4381806 	71.36161157	 0.        
 0.41656762	73.01619212	 0.        
 0.39533983	74.8501286 	 0.        
 0.37456273	76.8898122 	 0.        
 0.35431562	79.16577712	 0.        
 0.33469469	81.71301881	 0.        
 0.31581668	84.57102021	 0.        
 0.29782288	87.78320566	 0.        
